occ,occ1990dd,year
825,825,1990
826,824,1990
828,829,1990
829,829,1990
833,829,1990
834,834,1990
843,859,1990
844,844,1990
845,848,1990
848,848,1990
849,848,1990
853,853,1990
855,594,1990
856,804,1990
859,859,1990
864,803,1990
865,865,1990
866,866,1990
867,218,1990
868,889,1990
869,869,1990
873,874,1990
874,873,1990
875,875,1990
876,859,1990
877,889,1990
878,878,1990
883,889,1990
885,885,1990
887,887,1990
888,888,1990
889,889,1990
360,447,2000
306,84,2000
231,156,2000
586,379,2000
330,203,2000
570,313,2000
313,95,2000
470,243,2000
532,329,2000
220,154,2000
562,365,2000
561,364,2000
780,687,2000
516,383,2000
191,223,2000
81,254,2000
472,276,2000
460,468,2000
896,779,2000
770,628,2000
365,447,2000
775,785,2000
742,527,2000
412,444,2000
772,785,2000
411,435,2000
285,183,2000
263,185,2000
35,15,2000
201,174,2000
22,22,2000
476,275,2000
875,535,2000
605,479,2000
623,567,2000
533,376,2000
331,204,2000
275,186,2000
524,376,2000
406,444,2000
582,315,2000
512,337,2000
11,22,2000
541,318,2000
422,453,2000
200,163,2000
23,14,2000
526,335,2000
403,439,2000
100,64,2000
803,637,2000
626,869,2000
880,754,2000
913,804,2000
1,4,2000
423,405,2000
192,224,2000
960,804,2000
101,229,2000
471,243,2000
210,178,2000
400,436,2000
964,888,2000
535,326,2000
374,417,2000
5,13,2000
820,723,2000
881,789,2000
380,423,2000
814,783,2000
825,736,2000
485,274,2000
260,188,2000
321,105,2000
795,706,2000
874,799,2000
810,719,2000
85,25,2000
62,27,2000
720,505,2000
885,753,2000
234,159,2000
196,235,2000
155,214,2000
962,889,2000
341,678,2000
31,22,2000
540,319,2000
401,433,2000
413,444,2000
182,167,2000
914,809,2000
232,157,2000
500,303,2000
552,359,2000
474,275,2000
624,563,2000
593,389,2000
392,426,2000
402,436,2000
581,385,2000
176,76,2000
972,875,2000
494,274,2000
12,7,2000
42,22,2000
961,887,2000
425,451,2000
832,744,2000
204,176,2000
822,684,2000
883,774,2000
464,468,2000
936,885,2000
480,256,2000
912,808,2000
701,525,2000
806,645,2000
282,13,2000
43,22,2000
580,308,2000
233,158,2000
865,756,2000
781,686,2000
462,466,2000
254,387,2000
424,455,2000
642,579,2000
110,64,2000
80,23,2000
492,254,2000
511,344,2000
563,368,2000
496,274,2000
14,22,2000
762,549,2000
415,444,2000
590,347,2000
633,573,2000
556,346,2000
560,373,2000
585,356,2000
395,427,2000
484,275,2000
443,459,2000
405,444,2000
442,462,2000
272,199,2000
461,447,2000
206,176,2000
230,155,2000
255,159,2000
284,184,2000
385,418,2000
710,523,2000
800,709,2000
721,507,2000
141,55,2000
286,194,2000
551,357,2000
404,434,2000
301,85,2000
34,22,2000
935,813,2000
635,575,2000
451,458,2000
153,59,2000
531,316,2000
353,208,2000
351,205,2000
73,37,2000
414,444,2000
315,99,2000
102,229,2000
450,457,2000
620,558,2000
350,207,2000
13,8,2000
830,408,2000
804,766,2000
895,873,2000
734,549,2000
281,195,2000
86,24,2000
30,22,2000
15,33,2000
501,348,2000
435,472,2000
130,43,2000
432,470,2000
160,77,2000
290,228,2000
2,22,2000
813,634,2000
676,599,2000
892,675,2000
785,769,2000
52,29,2000
871,769,2000
71,26,2000
653,597,2000
363,447,2000
16,373,2000
56,36,2000
280,198,2000
530,317,2000
555,355,2000
111,64,2000
622,563,2000
104,64,2000
700,503,2000
733,518,2000
394,425,2000
430,459,2000
94,25,2000
963,878,2000
91,25,2000
54,375,2000
202,177,2000
542,336,2000
215,234,2000
106,64,2000
761,865,2000
271,187,2000
824,734,2000
303,97,2000
702,527,2000
136,53,2000
244,329,2000
774,597,2000
181,166,2000
184,173,2000
41,18,2000
861,696,2000
53,33,2000
536,328,2000
651,595,2000
440,459,2000
864,757,2000
584,375,2000
122,65,2000
841,739,2000
592,386,2000
6,13,2000
644,585,2000
835,666,2000
731,534,2000
214,234,2000
876,678,2000
481,253,2000
243,164,2000
304,87,2000
146,57,2000
324,105,2000
172,73,2000
323,104,2000
70,65,2000
502,348,2000
165,83,2000
842,738,2000
186,169,2000
482,255,2000
831,747,2000
672,593,2000
20,475,2000
862,694,2000
354,208,2000
332,206,2000
352,677,2000
554,354,2000
855,733,2000
833,669,2000
364,445,2000
161,78,2000
773,785,2000
340,208,2000
316,103,2000
495,277,2000
32,19,2000
174,75,2000
823,679,2000
465,469,2000
291,189,2000
510,378,2000
95,25,2000
205,176,2000
525,377,2000
503,349,2000
836,743,2000
683,615,2000
714,508,2000
140,55,2000
274,193,2000
10,22,2000
120,66,2000
850,657,2000
550,364,2000
514,338,2000
886,764,2000
475,275,2000
276,194,2000
711,533,2000
143,56,2000
371,418,2000
625,588,2000
283,195,2000
975,859,2000
82,25,2000
743,535,2000
751,549,2000
373,415,2000
900,803,2000
372,417,2000
421,450,2000
792,755,2000
322,98,2000
815,724,2000
72,22,2000
292,195,2000
826,736,2000
490,283,2000
801,703,2000
715,514,2000
311,106,2000
170,69,2000
305,96,2000
666,35,2000
713,575,2000
646,584,2000
454,461,2000
124,68,2000
483,318,2000
156,218,2000
652,653,2000
142,59,2000
726,516,2000
636,589,2000
640,593,2000
796,708,2000
784,688,2000
154,217,2000
523,316,2000
452,458,2000
240,165,2000
453,464,2000
732,526,2000
952,853,2000
670,543,2000
846,749,2000
382,418,2000
180,166,2000
83,25,2000
3,4,2000
312,88,2000
845,668,2000
420,448,2000
621,643,2000
821,644,2000
632,844,2000
270,187,2000
893,765,2000
704,577,2000
320,105,2000
93,23,2000
493,258,2000
145,45,2000
926,824,2000
671,599,2000
60,22,2000
712,523,2000
736,544,2000
455,471,2000
534,316,2000
610,498,2000
520,336,2000
522,389,2000
211,178,2000
362,447,2000
21,473,2000
446,469,2000
36,22,2000
370,423,2000
872,755,2000
601,489,2000
951,848,2000
171,74,2000
515,365,2000
716,514,2000
682,598,2000
612,496,2000
553,366,2000
891,649,2000
84,25,2000
390,427,2000
131,218,2000
135,48,2000
144,59,2000
375,417,2000
300,89,2000
790,233,2000
132,44,2000
931,829,2000
190,223,2000
361,447,2000
434,472,2000
722,516,2000
613,496,2000
816,653,2000
660,866,2000
730,539,2000
325,86,2000
794,707,2000
164,79,2000
903,226,2000
915,809,2000
4,13,2000
863,699,2000
930,829,2000
853,727,2000
673,869,2000
851,658,2000
741,577,2000
956,848,2000
860,695,2000
50,34,2000
674,889,2000
675,599,2000
384,418,2000
391,426,2000
754,536,2000
591,384,2000
924,823,2000
735,519,2000
904,227,2000
441,467,2000
314,104,2000
920,824,2000
724,509,2000
583,389,2000
643,583,2000
854,729,2000
600,496,2000
756,549,2000
151,59,2000
933,829,2000
326,89,2000
694,617,2000
941,471,2000
33,22,2000
703,533,2000
684,616,2000
793,713,2000
90,36,2000
40,22,2000
942,834,2000
783,763,2000
513,276,2000
873,766,2000
51,28,2000
923,825,2000
193,225,2000
680,614,2000
630,594,2000
965,859,2000
834,745,2000
152,47,2000
840,743,2000
604,488,2000
771,785,2000
755,549,2000
894,779,2000
0,999,2010
10,4,2010
20,22,2010
40,13,2010
50,13,2010
60,13,2010
100,22,2010
110,22,2010
120,7,2010
135,8,2010
136,8,2010
137,8,2010
140,22,2010
150,33,2010
160,373,2010
205,473,2010
220,22,2010
230,14,2010
300,22,2010
310,22,2010
330,22,2010
340,22,2010
350,15,2010
360,22,2010
410,18,2010
420,22,2010
425,37,2010
430,22,2010
500,34,2010
510,28,2010
520,29,2010
530,33,2010
540,375,2010
565,36,2010
600,22,2010
630,27,2010
640,27,2010
650,27,2010
700,65,2010
710,26,2010
725,22,2010
726,274,2010
735,166,2010
740,37,2010
800,23,2010
810,254,2010
820,25,2010
830,25,2010
840,25,2010
850,25,2010
860,24,2010
900,36,2010
910,25,2010
930,23,2010
940,25,2010
950,25,2010
1005,64,2010
1006,64,2010
1007,64,2010
1010,229,2010
1020,229,2010
1030,64,2010
1050,64,2010
1060,64,2010
1105,64,2010
1106,64,2010
1107,64,2010
1200,66,2010
1220,65,2010
1240,68,2010
1300,43,2010
1310,218,2010
1320,44,2010
1340,59,2010
1350,48,2010
1360,53,2010
1400,55,2010
1410,55,2010
1420,59,2010
1430,56,2010
1440,59,2010
1450,45,2010
1460,57,2010
1520,47,2010
1530,59,2010
1540,217,2010
1550,214,2010
1560,218,2010
1600,77,2010
1610,78,2010
1640,79,2010
1650,83,2010
1700,69,2010
1710,74,2010
1720,73,2010
1740,75,2010
1760,76,2010
1800,166,2010
1820,167,2010
1840,173,2010
1860,169,2010
1900,223,2010
1910,223,2010
1920,224,2010
1930,225,2010
1965,235,2010
2000,163,2010
2010,174,2010
2015,177,2010
2016,177,2010
2025,177,2010
2040,176,2010
2050,176,2010
2060,176,2010
2100,178,2010
2105,178,2010
2145,234,2010
2160,234,2010
2200,154,2010
2300,155,2010
2310,156,2010
2320,157,2010
2330,158,2010
2340,159,2010
2400,165,2010
2430,164,2010
2440,329,2010
2540,387,2010
2550,159,2010
2600,188,2010
2630,185,2010
2700,187,2010
2710,187,2010
2720,199,2010
2740,193,2010
2750,186,2010
2760,194,2010
2800,198,2010
2810,195,2010
2825,13,2010
2830,195,2010
2840,184,2010
2850,183,2010
2860,194,2010
2900,228,2010
2910,189,2010
2920,195,2010
3000,89,2010
3010,85,2010
3030,97,2010
3040,87,2010
3050,96,2010
3060,84,2010
3110,106,2010
3120,88,2010
3140,104,2010
3150,99,2010
3160,103,2010
3200,105,2010
3210,105,2010
3220,98,2010
3230,104,2010
3245,105,2010
3250,86,2010
3255,95,2010
3256,95,2010
3258,95,2010
3260,89,2010
3300,203,2010
3310,204,2010
3320,206,2010
3400,208,2010
3420,678,2010
3500,207,2010
3510,205,2010
3520,677,2010
3535,208,2010
3540,208,2010
3600,447,2010
3610,447,2010
3620,447,2010
3630,447,2010
3640,445,2010
3645,447,2010
3646,447,2010
3647,447,2010
3648,447,2010
3649,447,2010
3655,447,2010
3700,423,2010
3710,418,2010
3720,417,2010
3730,415,2010
3740,417,2010
3750,417,2010
3800,423,2010
3820,418,2010
3840,427,2010
3850,418,2010
3900,427,2010
3910,426,2010
3930,426,2010
3940,425,2010
3945,36,2010
3955,427,2010
4000,436,2010
4010,433,2010
4020,436,2010
4030,439,2010
4040,434,2010
4050,444,2010
4060,444,2010
4110,435,2010
4120,444,2010
4130,444,2010
4140,444,2010
4150,444,2010
4200,448,2010
4210,450,2010
4220,453,2010
4230,405,2010
4240,455,2010
4250,451,2010
4300,459,2010
4320,470,2010
4340,472,2010
4350,472,2010
4400,459,2010
4410,467,2010
4420,462,2010
4430,459,2010
4460,469,2010
4465,19,2010
4500,457,2010
4510,458,2010
4520,458,2010
4530,464,2010
4540,461,2010
4600,468,2010
4610,447,2010
4620,466,2010
4640,468,2010
4650,469,2010
4700,243,2010
4710,243,2010
4720,276,2010
4740,275,2010
4750,275,2010
4760,275,2010
4800,256,2010
4810,253,2010
4820,255,2010
4830,318,2010
4840,275,2010
4850,274,2010
4900,283,2010
4920,254,2010
4930,258,2010
4940,274,2010
4950,277,2010
4965,274,2010
5000,303,2010
5010,348,2010
5020,348,2010
5030,349,2010
5100,378,2010
5110,344,2010
5120,337,2010
5130,276,2010
5140,338,2010
5150,365,2010
5160,383,2010
5165,383,2010
5200,336,2010
5220,389,2010
5230,316,2010
5240,376,2010
5250,377,2010
5260,335,2010
5300,317,2010
5310,316,2010
5320,329,2010
5330,376,2010
5340,316,2010
5350,326,2010
5360,328,2010
5400,319,2010
5410,318,2010
5420,336,2010
5500,364,2010
5510,357,2010
5520,359,2010
5530,366,2010
5540,354,2010
5550,355,2010
5560,346,2010
5600,373,2010
5610,364,2010
5620,365,2010
5630,368,2010
5700,313,2010
5800,308,2010
5810,385,2010
5820,315,2010
5840,375,2010
5850,356,2010
5860,379,2010
5900,347,2010
5910,384,2010
5920,386,2010
5940,389,2010
6005,496,2010
6010,489,2010
6040,488,2010
6050,479,2010
6100,498,2010
6120,496,2010
6130,496,2010
6200,558,2010
6210,643,2010
6220,563,2010
6230,567,2010
6240,563,2010
6250,588,2010
6260,869,2010
6300,594,2010
6320,844,2010
6330,573,2010
6355,575,2010
6360,589,2010
6400,593,2010
6420,579,2010
6430,583,2010
6440,585,2010
6460,584,2010
6500,597,2010
6515,595,2010
6520,653,2010
6530,597,2010
6600,866,2010
6660,35,2010
6700,543,2010
6710,599,2010
6720,593,2010
6730,869,2010
6740,889,2010
6765,599,2010
6800,614,2010
6820,598,2010
6830,615,2010
6840,616,2010
6940,617,2010
7000,503,2010
7010,525,2010
7020,527,2010
7030,533,2010
7040,577,2010
7100,523,2010
7110,533,2010
7120,523,2010
7130,575,2010
7140,508,2010
7150,514,2010
7160,514,2010
7200,505,2010
7210,507,2010
7220,516,2010
7240,509,2010
7260,516,2010
7300,539,2010
7315,534,2010
7320,526,2010
7330,518,2010
7340,549,2010
7350,519,2010
7360,544,2010
7410,577,2010
7420,527,2010
7430,535,2010
7510,549,2010
7540,536,2010
7550,549,2010
7560,549,2010
7610,865,2010
7630,549,2010
7700,628,2010
7710,785,2010
7720,785,2010
7730,785,2010
7740,597,2010
7750,785,2010
7800,687,2010
7810,686,2010
7830,763,2010
7840,688,2010
7850,769,2010
7855,779,2010
7900,233,2010
7920,755,2010
7930,713,2010
7940,707,2010
7950,706,2010
7960,708,2010
8000,709,2010
8010,703,2010
8030,637,2010
8040,766,2010
8060,645,2010
8100,719,2010
8130,634,2010
8140,783,2010
8150,724,2010
8200,723,2010
8210,644,2010
8220,684,2010
8250,736,2010
8255,736,2010
8256,679,2010
8300,408,2010
8310,747,2010
8320,744,2010
8330,669,2010
8340,745,2010
8350,666,2010
8400,743,2010
8410,739,2010
8420,738,2010
8450,668,2010
8460,749,2010
8500,657,2010
8510,658,2010
8530,727,2010
8540,729,2010
8550,733,2010
8600,695,2010
8610,696,2010
8620,694,2010
8630,699,2010
8640,757,2010
8650,756,2010
8710,769,2010
8720,755,2010
8730,766,2010
8740,799,2010
8750,535,2010
8760,678,2010
8800,754,2010
8810,789,2010
8830,774,2010
8850,753,2010
8860,764,2010
8910,649,2010
8920,675,2010
8930,765,2010
8940,779,2010
8950,873,2010
8965,779,2010
9000,803,2010
9030,226,2010
9040,227,2010
9050,471,2010
9110,809,2010
9120,808,2010
9130,804,2010
9140,809,2010
9150,809,2010
9200,824,2010
9230,825,2010
9240,823,2010
9260,824,2010
9300,829,2010
9310,829,2010
9350,813,2010
9360,885,2010
9410,471,2010
9415,471,2010
9420,834,2010
9510,848,2010
9520,853,2010
9560,848,2010
9600,804,2010
9610,887,2010
9620,889,2010
9630,878,2010
9640,888,2010
9650,859,2010
9720,875,2010
9750,859,2010
9920,991,2010
